Id,MSSubClass,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,KitchenQual,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
705,50,IDOTRR,4,1900,1950,MetalSd,MetalSd,None,TA,Stone,TA,Mn,Unf,859,Gd,859,1178,TA,NoFireplace,Detchd,1964.0,RFn,1,384,WD,Abnorml,102776
706,120,StoneBr,8,1988,1989,HdBoard,HdBoard,None,Gd,PConc,Gd,Mn,GLQ,1228,Gd,1228,1228,Gd,Gd,Attchd,1988.0,Fin,2,472,WD,Normal,189000
707,190,BrkSide,4,1970,1970,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,Av,ALQ,960,TA,960,960,TA,NoFireplace,Detchd,1970.0,Unf,2,576,WD,Normal,129000
708,60,Sawyer,6,1976,2005,HdBoard,Plywood,BrkFace,Gd,CBlock,TA,No,GLQ,725,Ex,725,1479,Gd,NoFireplace,Attchd,1976.0,RFn,2,475,WD,Normal,130500
709,20,NWAmes,6,1974,1974,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,No,Unf,1064,TA,1350,1350,TA,TA,Attchd,1974.0,RFn,2,478,WD,Normal,165000
710,70,OldTown,7,1890,1998,Wd Sdng,VinylSd,None,TA,BrkTil,TA,No,Unf,718,Ex,1576,2554,TA,NoFireplace,Detchd,1996.0,Unf,2,704,WD,Normal,159500
711,20,NWAmes,5,1973,2000,HdBoard,HdBoard,None,TA,CBlock,Gd,No,BLQ,1176,Gd,1178,1178,Gd,Fa,Attchd,1973.0,Unf,2,439,WD,Normal,157000
712,60,NoRidge,7,1993,1994,Wd Sdng,ImStucc,BrkFace,Gd,PConc,Gd,Gd,GLQ,1311,Ex,1325,2418,Gd,TA,Attchd,1993.0,RFn,3,983,WD,Normal,341000
713,20,CollgCr,5,1969,1969,HdBoard,Plywood,None,TA,CBlock,Gd,Gd,ALQ,971,TA,971,971,TA,Po,Attchd,1969.0,Unf,1,300,WD,Normal,128500
714,120,StoneBr,8,1985,1985,HdBoard,HdBoard,None,Gd,PConc,Gd,Gd,GLQ,1742,TA,1742,1742,Gd,TA,Attchd,1985.0,RFn,2,564,WD,Normal,275000
715,120,CollgCr,6,2004,2004,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,GLQ,848,Ex,848,848,Gd,NoFireplace,Attchd,2004.0,RFn,2,420,WD,Normal,143000
716,20,NAmes,4,1970,1970,MetalSd,MetalSd,None,TA,CBlock,TA,No,ALQ,864,Ex,864,864,TA,NoFireplace,Detchd,1994.0,Unf,2,463,WD,Normal,124500
717,50,Edwards,4,1954,1972,MetalSd,MetalSd,None,TA,PConc,TA,No,Unf,941,Ex,997,1470,TA,NoFireplace,Detchd,1958.0,Unf,1,548,WD,Normal,135000
718,20,Edwards,9,2007,2008,CemntBd,CmentBd,Stone,Ex,PConc,Ex,No,GLQ,1698,Ex,1698,1698,Ex,Gd,Attchd,2007.0,Fin,3,768,WD,Normal,320000
719,20,NAmes,4,1970,1970,HdBoard,Plywood,None,TA,CBlock,TA,No,ALQ,864,TA,864,864,Gd,NoFireplace,Detchd,1989.0,Unf,2,660,WD,Normal,120500
720,20,Crawfor,6,1988,2007,Wd Sdng,Plywood,BrkFace,Gd,CBlock,Gd,No,GLQ,880,Ex,1680,1680,Gd,Gd,Attchd,1988.0,Fin,2,540,WD,Normal,222000
721,20,CollgCr,7,2007,2007,VinylSd,VinylSd,Stone,Gd,PConc,Gd,Av,GLQ,1232,Ex,1232,1232,Gd,NoFireplace,Attchd,2007.0,RFn,2,632,WD,Normal,194500
722,90,NAmes,5,1958,1958,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,No,Unf,1584,TA,1776,1776,TA,NoFireplace,Detchd,1968.0,Unf,3,888,COD,Abnorml,110000
723,30,IDOTRR,4,1925,1950,MetalSd,MetalSd,None,TA,CBlock,TA,No,BLQ,780,TA,848,1208,TA,NoFireplace,Detchd,1962.0,Unf,2,539,WD,Normal,103000
724,120,StoneBr,8,1995,1996,CemntBd,CmentBd,None,Gd,PConc,Gd,No,GLQ,1595,Ex,1616,1616,Gd,TA,Attchd,1995.0,RFn,2,608,WD,Normal,236500
725,80,Timber,7,2003,2003,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,Av,GLQ,868,Ex,1146,1146,Gd,Gd,Attchd,2003.0,Fin,2,438,WD,Normal,187500
726,60,CollgCr,7,1998,1999,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,ALQ,1153,Ex,1153,2031,Gd,TA,Attchd,1998.0,Fin,2,541,WD,Normal,222500
727,20,Sawyer,5,1961,1983,HdBoard,HdBoard,None,TA,CBlock,TA,No,BLQ,864,Ex,1144,1144,TA,TA,Attchd,1961.0,RFn,1,264,WD,Normal,131400
728,20,Sawyer,5,1968,1968,Plywood,Plywood,None,TA,PConc,TA,No,Unf,948,TA,948,948,TA,NoFireplace,Attchd,1968.0,Unf,1,300,WD,Family,108000
729,75,OldTown,7,1914,1970,Wd Sdng,Wd Sdng,None,TA,BrkTil,Gd,Mn,Rec,880,Fa,880,1768,TA,TA,Detchd,1914.0,Unf,2,320,WD,Normal,163000
730,90,NAmes,3,1950,1950,Stucco,Stone,None,TA,CBlock,NoBsmt,NoBsmt,NoBsmt,0,Gd,1040,1040,TA,NoFireplace,Detchd,1949.0,Unf,2,400,WD,Normal,93500
731,60,Gilbert,8,2005,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,893,Ex,901,1801,Gd,Gd,Attchd,2005.0,Fin,3,800,WD,Normal,239900
732,90,Edwards,5,1987,1988,Plywood,Plywood,None,TA,CBlock,Gd,Gd,GLQ,1200,TA,1200,1200,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Alloca,179000
733,60,CollgCr,7,2004,2004,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,864,Ex,864,1728,Gd,NoFireplace,Attchd,2004.0,RFn,2,572,WD,Normal,190000
734,70,OldTown,5,1910,2002,Wd Sdng,Wd Shng,None,TA,BrkTil,Fa,No,Unf,264,Ex,768,1432,TA,NoFireplace,Detchd,1910.0,Unf,2,360,WD,Abnorml,132000
735,20,Sawyer,6,1961,1996,HdBoard,HdBoard,None,TA,CBlock,TA,Mn,GLQ,912,Gd,912,912,Gd,NoFireplace,Detchd,1962.0,Unf,1,288,WD,Normal,142000
736,20,SawyerW,7,2000,2001,VinylSd,VinylSd,BrkFace,TA,PConc,Gd,No,Unf,1349,Ex,1349,1349,TA,NoFireplace,Attchd,2000.0,Unf,2,539,WD,Normal,179000
737,80,Sawyer,5,1963,1999,HdBoard,HdBoard,None,TA,CBlock,Gd,Av,ALQ,520,Ex,1464,1464,TA,TA,Attchd,1997.0,RFn,2,480,WD,Normal,175000
738,120,StoneBr,8,1993,1993,HdBoard,HdBoard,None,Gd,PConc,Gd,No,GLQ,1337,Gd,1337,1337,Gd,TA,Attchd,1993.0,RFn,2,462,WD,Normal,180000
739,60,NWAmes,8,1976,1996,VinylSd,VinylSd,BrkFace,Ex,CBlock,TA,No,GLQ,1142,Ex,1175,2715,Gd,TA,BuiltIn,1994.0,Fin,2,831,WD,Normal,299800
740,60,Gilbert,7,2000,2000,VinylSd,VinylSd,None,Gd,PConc,Gd,No,GLQ,952,Ex,980,2256,Gd,TA,BuiltIn,2000.0,Fin,2,554,WD,Normal,236000
741,70,OldTown,7,1880,2003,Stucco,Stucco,None,Gd,Stone,TA,No,Unf,1240,TA,1320,2640,Gd,Gd,Detchd,1950.0,Unf,4,864,WD,Normal,265979
742,20,NoRidge,7,1996,1996,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,GLQ,1720,Ex,1720,1720,Gd,TA,Attchd,1996.0,Fin,2,527,WD,Normal,260400
743,50,Edwards,4,1945,1950,WdShing,Wd Shng,None,TA,Slab,NoBsmt,NoBsmt,NoBsmt,0,TA,1088,1529,TA,NoFireplace,Detchd,1945.0,Unf,1,240,WD,Normal,98000
744,50,OldTown,4,1910,2004,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,No,Unf,576,Gd,792,1140,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,96500
745,60,Gilbert,7,2003,2003,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,660,Ex,660,1320,Gd,NoFireplace,Attchd,2003.0,Fin,2,400,WD,Normal,162000
746,20,CollgCr,6,1997,1997,VinylSd,VinylSd,None,TA,PConc,Gd,Gd,GLQ,1479,Ex,1494,1494,Gd,NoFireplace,Attchd,1997.0,RFn,2,576,WD,Normal,217000
747,60,NridgHt,8,2005,2005,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Mn,Unf,1030,Gd,1038,2098,Ex,Gd,Attchd,2005.0,RFn,3,878,WD,Normal,275500
748,20,NAmes,6,1969,2005,Plywood,Plywood,None,TA,CBlock,TA,No,GLQ,1026,Gd,1026,1026,Gd,NoFireplace,Detchd,1969.0,RFn,2,440,WD,Normal,156000
749,160,Somerst,6,1999,1999,MetalSd,MetalSd,BrkFace,TA,PConc,Gd,No,GLQ,729,Gd,742,1471,TA,NoFireplace,Detchd,1999.0,Unf,2,440,WD,Normal,172500
750,60,CollgCr,8,2007,2007,VinylSd,VinylSd,None,Gd,PConc,Gd,Av,GLQ,866,Ex,866,1768,Gd,NoFireplace,Attchd,2007.0,RFn,2,578,WD,Normal,212000
751,60,Sawyer,6,1978,1978,HdBoard,HdBoard,BrkCmn,TA,CBlock,TA,Mn,Rec,672,TA,672,1386,TA,TA,Attchd,1978.0,Fin,2,440,WD,Abnorml,158900
752,160,Somerst,7,1999,1999,MetalSd,MetalSd,BrkFace,TA,PConc,Gd,No,ALQ,744,Gd,757,1501,TA,NoFireplace,Detchd,1999.0,Unf,2,440,WD,Normal,179400
753,60,NoRidge,8,1995,1995,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,LwQ,1318,Ex,1328,2531,Gd,TA,Attchd,1995.0,RFn,3,752,WD,Normal,290000
754,20,NAmes,6,1959,1959,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,No,Rec,864,Ex,864,864,TA,NoFireplace,Detchd,2008.0,Unf,1,300,WD,Normal,127500
755,30,BrkSide,5,1924,1950,Wd Sdng,Wd Sdng,None,TA,PConc,TA,Mn,LwQ,1145,TA,1301,1301,Fa,NoFireplace,Detchd,1965.0,Unf,2,440,WD,Normal,100000
756,60,Somerst,7,2009,2009,VinylSd,VinylSd,None,TA,PConc,Gd,Mn,GLQ,756,Ex,764,1547,Gd,NoFireplace,Attchd,2009.0,Unf,2,614,Con,Normal,215200
757,60,NoRidge,8,1999,1999,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Mn,GLQ,1252,Ex,1268,2365,Gd,Gd,Attchd,1999.0,RFn,3,856,WD,Normal,337000
758,120,Veenker,8,1995,1996,BrkFace,BrkFace,None,Gd,PConc,Gd,Av,LwQ,1494,Ex,1494,1494,Ex,Gd,Attchd,1995.0,Fin,2,481,WD,Normal,270000
759,20,Somerst,9,2008,2008,VinylSd,VinylSd,Stone,Gd,PConc,Gd,No,Unf,1498,Ex,1506,1506,Ex,Gd,Attchd,2008.0,Fin,2,592,New,Partial,264132
760,60,NWAmes,7,1988,1988,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,No,GLQ,980,TA,980,1714,TA,TA,Attchd,1988.0,Unf,2,496,WD,Normal,196500
761,50,Mitchel,6,1940,1985,VinylSd,VinylSd,None,TA,CBlock,Gd,Mn,ALQ,983,Ex,983,1750,TA,NoFireplace,Attchd,1989.0,Unf,1,423,WD,Normal,160000
762,20,CollgCr,7,2004,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,No,GLQ,1860,Ex,1836,1836,Gd,Gd,Attchd,2004.0,Fin,2,484,WD,Normal,216837
763,85,Sawyer,5,1982,1982,Wd Sdng,Wd Sdng,None,TA,CBlock,Gd,Av,GLQ,858,TA,858,858,TA,NoFireplace,Detchd,1983.0,Unf,2,576,WD,Normal,134900
764,20,Edwards,4,1951,1951,Wd Sdng,Wd Sdng,None,TA,CBlock,Fa,No,LwQ,836,TA,1220,1220,TA,NoFireplace,Detchd,1951.0,Unf,2,396,COD,Normal,102000
765,80,Edwards,6,1976,1976,Plywood,Plywood,None,TA,CBlock,TA,Av,ALQ,1029,TA,1117,1117,TA,TA,Detchd,1976.0,Unf,2,672,WD,Abnorml,107000
766,20,NAmes,5,1958,1958,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,No,Rec,912,Ex,912,912,TA,NoFireplace,Attchd,1958.0,RFn,1,275,COD,Normal,114500
767,20,NridgHt,8,2006,2006,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,Unf,1935,Gd,1973,1973,Gd,Gd,Attchd,2006.0,Fin,3,895,New,Partial,395000
768,120,Mitchel,6,1998,1998,VinylSd,VinylSd,BrkFace,TA,PConc,Ex,No,GLQ,1204,Ex,1204,1204,TA,NoFireplace,Attchd,1998.0,Fin,2,412,WD,Normal,162000
769,20,CollgCr,7,2005,2006,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,GLQ,1614,Ex,1614,1614,Gd,NoFireplace,Attchd,2005.0,RFn,3,865,New,Partial,221500
770,20,Sawyer,5,1974,1974,HdBoard,Plywood,None,TA,CBlock,TA,No,ALQ,864,TA,894,894,TA,Fa,Attchd,1974.0,Unf,2,440,WD,Normal,142500
771,90,SawyerW,5,1977,1977,Plywood,Plywood,BrkFace,TA,Slab,NoBsmt,NoBsmt,NoBsmt,0,TA,2020,2020,TA,TA,Detchd,1977.0,Unf,2,630,WD,Normal,144000
772,90,Mitchel,6,1977,1977,Plywood,ImStucc,BrkFace,TA,CBlock,Gd,Gd,GLQ,975,TA,1004,1004,TA,NoFireplace,Attchd,1977.0,Unf,2,504,WD,Normal,135000
773,20,Gilbert,7,1995,1996,HdBoard,HdBoard,BrkFace,TA,PConc,Gd,No,Unf,1237,Gd,1253,1253,TA,TA,Attchd,1995.0,Fin,2,402,WD,Normal,176000
774,60,SawyerW,6,1992,1992,VinylSd,VinylSd,None,Gd,PConc,Gd,No,ALQ,761,Ex,810,1603,Gd,NoFireplace,Attchd,1992.0,RFn,2,484,WD,Normal,175900
775,20,CollgCr,7,2001,2002,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,1413,Ex,1430,1430,Gd,NoFireplace,Attchd,2001.0,RFn,2,605,WD,Normal,187100
776,85,Mitchel,5,1978,1978,Plywood,Plywood,BrkFace,TA,PConc,Gd,Av,GLQ,1097,Ex,1110,1110,Gd,TA,Attchd,1978.0,Fin,2,602,WD,Normal,165500
777,75,OldTown,6,1914,2001,Wd Sdng,Wd Shng,None,TA,CBlock,TA,No,Unf,742,Ex,742,1484,TA,Gd,NoGarage,,NoGarage,0,0,WD,Normal,128000
778,20,NWAmes,6,1967,1967,BrkFace,Wd Sdng,None,TA,CBlock,TA,No,Rec,1372,TA,1342,1342,TA,Gd,Attchd,1967.0,Unf,2,457,WD,Normal,161500
779,50,OldTown,5,1915,1950,MetalSd,MetalSd,None,TA,PConc,Fa,No,LwQ,686,TA,966,1652,TA,NoFireplace,Detchd,1961.0,Unf,1,416,WD,Normal,139000
780,60,SawyerW,7,2004,2004,VinylSd,VinylSd,None,Gd,PConc,Gd,No,GLQ,956,Ex,956,2084,Gd,NoFireplace,BuiltIn,2004.0,RFn,2,618,WD,Normal,233000
781,20,OldTown,4,1954,2000,MetalSd,MetalSd,None,TA,CBlock,TA,No,Unf,901,Ex,901,901,TA,NoFireplace,Detchd,1954.0,Unf,1,281,WD,Normal,107900
782,60,ClearCr,6,1966,2007,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,Gd,LwQ,832,Gd,976,2087,Gd,NoFireplace,Attchd,1966.0,Fin,2,444,WD,Normal,187500
783,120,Blmngtn,7,2005,2006,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,GLQ,1145,Ex,1145,1145,Gd,Gd,Attchd,2005.0,Fin,2,397,WD,Normal,160200
784,80,Mitchel,6,1976,1976,HdBoard,HdBoard,None,TA,PConc,Gd,Av,ALQ,1029,TA,1062,1062,TA,TA,Attchd,1976.0,RFn,2,539,WD,Normal,146800
785,60,NoRidge,7,1996,1997,MetalSd,MetalSd,None,Gd,PConc,Gd,Av,GLQ,1117,Ex,1127,2013,TA,TA,Attchd,1997.0,Unf,2,455,WD,Normal,269790
786,20,Somerst,8,2007,2007,CemntBd,CmentBd,Stone,Gd,PConc,Gd,Av,Unf,1496,Ex,1496,1496,Gd,NoFireplace,Attchd,2007.0,Fin,2,474,New,Partial,225000
787,60,Gilbert,7,1994,1996,MetalSd,MetalSd,None,Gd,PConc,Gd,No,Unf,712,Ex,1086,1895,Gd,TA,Attchd,1994.0,Fin,2,409,WD,Normal,194500
788,60,SawyerW,6,1980,1981,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,No,Unf,650,TA,888,1564,TA,TA,Attchd,1980.0,Unf,2,476,WD,Normal,171000
789,20,Sawyer,6,1977,1977,Plywood,Plywood,BrkFace,TA,CBlock,TA,No,Unf,660,Ex,1285,1285,TA,TA,Attchd,1977.0,RFn,2,528,WD,Normal,143500
790,20,NAmes,5,1953,1953,VinylSd,VinylSd,None,TA,CBlock,TA,No,BLQ,773,Gd,773,773,TA,NoFireplace,Attchd,1953.0,Unf,1,240,WD,Abnorml,110000
791,60,NridgHt,9,2008,2009,VinylSd,VinylSd,Stone,Ex,PConc,Ex,No,Unf,1926,Ex,1966,3140,Ex,Gd,BuiltIn,2009.0,Fin,3,820,New,Partial,485000
792,50,SWISU,5,1937,1950,Wd Sdng,Wd Sdng,BrkFace,TA,BrkTil,Gd,No,ALQ,731,Ex,981,1768,Gd,TA,Detchd,1939.0,Unf,1,240,WD,Normal,175000
793,60,ClearCr,6,1997,1997,VinylSd,VinylSd,None,TA,PConc,Gd,Gd,GLQ,616,Gd,616,1688,Gd,NoFireplace,Attchd,1997.0,RFn,2,603,WD,Normal,200000
794,30,IDOTRR,4,1916,1990,MetalSd,MetalSd,None,TA,CBlock,TA,No,LwQ,1196,Ex,1196,1196,TA,NoFireplace,Detchd,1957.0,Unf,2,440,WD,Normal,109900
795,60,CollgCr,7,2005,2005,WdShing,Wd Shng,None,Gd,PConc,Gd,Av,GLQ,728,Ex,728,1456,Gd,Gd,Attchd,2005.0,Fin,2,410,WD,Normal,189000
796,20,NAmes,5,1954,1954,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,No,LwQ,936,TA,1128,1128,TA,NoFireplace,Attchd,1954.0,Unf,1,286,WD,Family,118000
797,20,Somerst,7,2008,2008,VinylSd,VinylSd,Stone,Gd,PConc,Gd,No,Unf,1417,Ex,1428,1428,Ex,NoFireplace,Attchd,2008.0,RFn,2,554,New,Partial,227680
798,80,NAmes,5,1967,1967,VinylSd,VinylSd,None,TA,PConc,TA,Av,ALQ,980,Gd,980,980,TA,NoFireplace,Attchd,1967.0,Fin,1,384,WD,Normal,135500
799,70,BrkSide,5,1923,2004,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,Gd,GLQ,1324,Ex,1072,1576,Gd,TA,Attchd,1923.0,RFn,2,528,WD,Normal,223500
800,80,NAmes,5,1966,1966,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,Av,ALQ,1024,TA,1086,1086,TA,Gd,Attchd,1966.0,RFn,2,484,WD,Normal,159950
801,75,OldTown,5,1898,1965,AsbShng,AsbShng,None,TA,PConc,TA,No,Unf,849,TA,1075,2138,TA,NoFireplace,Detchd,1910.0,Unf,2,360,WD,Normal,106000
802,20,NWAmes,6,1974,1999,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,ALQ,1040,Fa,1309,1309,Gd,Fa,Attchd,1974.0,RFn,2,484,WD,Normal,181000
803,120,CollgCr,6,2004,2004,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Gd,GLQ,848,Ex,848,848,Gd,Gd,Attchd,2004.0,Fin,2,420,ConLD,Normal,144500
804,20,IDOTRR,5,1952,1952,Wd Sdng,Wd Sdng,None,Fa,CBlock,TA,Av,Unf,540,TA,1044,1044,Fa,NoFireplace,Basment,1952.0,Unf,2,504,WD,Alloca,55993
805,20,NAmes,6,1958,1958,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,No,Rec,1442,Gd,1442,1442,TA,NoFireplace,Attchd,1958.0,RFn,1,301,COD,Normal,157900
806,50,Edwards,5,1918,1950,Stucco,Stucco,None,TA,BrkTil,TA,No,Unf,686,Gd,686,1250,Fa,NoFireplace,Detchd,1955.0,Unf,1,280,WD,Normal,116000
807,20,CollgCr,7,1998,1998,VinylSd,VinylSd,BrkFace,TA,PConc,Gd,No,Unf,1649,Ex,1661,1661,Gd,NoFireplace,Attchd,1998.0,RFn,2,598,WD,Normal,224900
808,20,NAmes,5,1954,1954,BrkFace,BrkFace,None,TA,CBlock,TA,No,BLQ,1008,Gd,1008,1008,TA,Gd,Attchd,1954.0,RFn,1,275,WD,Normal,137000
809,20,Mitchel,8,2002,2002,CemntBd,CmentBd,BrkFace,Gd,PConc,Gd,No,GLQ,1568,Ex,1689,1689,Gd,Gd,Attchd,2002.0,RFn,3,857,WD,Normal,271000
810,80,ClearCr,6,1971,1971,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,Av,GLQ,1010,Gd,1052,1052,TA,NoFireplace,Attchd,1971.0,Unf,2,440,WD,Normal,155000
811,120,NridgHt,7,2009,2010,VinylSd,VinylSd,Stone,Gd,PConc,Gd,Mn,GLQ,1358,Ex,1358,1358,Gd,Gd,Attchd,2010.0,RFn,2,484,New,Partial,224000
812,60,CollgCr,7,2003,2003,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,798,Ex,798,1640,Gd,NoFireplace,Attchd,2003.0,RFn,2,595,WD,Normal,183000
813,20,OldTown,4,1953,1953,MetalSd,MetalSd,None,Fa,CBlock,Fa,No,Unf,936,TA,936,936,TA,NoFireplace,Detchd,1974.0,Unf,2,576,WD,Normal,93000
814,60,Gilbert,7,2003,2003,VinylSd,VinylSd,None,Gd,PConc,Gd,Gd,Unf,847,Ex,847,1733,Gd,Gd,BuiltIn,2003.0,Fin,2,433,WD,Family,225000
815,50,SWISU,6,1940,1950,VinylSd,VinylSd,None,TA,BrkTil,TA,No,Unf,778,TA,944,1489,TA,Gd,Detchd,1940.0,Unf,1,240,WD,Normal,139500
816,20,Somerst,8,2006,2006,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,1489,Ex,1489,1489,Gd,Gd,Attchd,2006.0,RFn,2,776,New,Partial,232600
817,20,NridgHt,10,2007,2008,CemntBd,CmentBd,BrkFace,Ex,PConc,Ex,Av,GLQ,2078,Ex,2084,2084,Ex,Gd,Attchd,2007.0,Fin,3,1220,New,Partial,385000
818,45,BrkSide,5,1924,1950,MetalSd,MetalSd,None,TA,BrkTil,TA,No,ALQ,784,Gd,784,784,Gd,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,109500
819,20,SawyerW,7,2001,2001,VinylSd,VinylSd,None,Gd,PConc,Gd,No,GLQ,1454,Ex,1434,1434,Gd,TA,Attchd,2001.0,RFn,2,527,WD,Normal,189000
820,60,ClearCr,5,1967,1967,Plywood,Plywood,None,TA,PConc,TA,Gd,LwQ,1013,TA,1160,2126,TA,NoFireplace,Attchd,1967.0,Fin,2,538,WD,Abnorml,185000
821,160,Somerst,7,2005,2005,MetalSd,MetalSd,None,Gd,PConc,Gd,No,Unf,600,Ex,520,1223,Gd,NoFireplace,Detchd,2005.0,RFn,2,480,WD,Normal,147400
822,20,NAmes,6,1957,1957,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,Rec,1392,TA,1392,1392,TA,Gd,Attchd,1957.0,RFn,2,458,WD,Normal,166000
823,160,Somerst,7,2005,2005,MetalSd,MetalSd,None,TA,PConc,Gd,No,Unf,600,Ex,520,1200,Gd,NoFireplace,Detchd,2005.0,RFn,2,480,WD,Normal,151000
824,60,CollgCr,7,2003,2003,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,GLQ,941,Ex,941,1829,Gd,TA,Attchd,2003.0,RFn,2,613,WD,Normal,237000
825,20,NAmes,6,1964,1964,HdBoard,Plywood,BrkFace,TA,CBlock,TA,No,Rec,1516,TA,1516,1516,TA,NoFireplace,Attchd,1964.0,RFn,2,472,WD,Normal,167000
826,20,NAmes,5,1961,1961,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,No,Rec,1144,Gd,1144,1144,TA,NoFireplace,Attchd,1961.0,Unf,2,456,WD,Normal,139950
827,20,Sawyer,4,1950,1995,VinylSd,HdBoard,None,TA,CBlock,Gd,No,BLQ,1067,TA,1067,1067,Gd,NoFireplace,Attchd,1996.0,Unf,2,436,WD,Normal,128000
828,30,OldTown,5,1948,1973,VinylSd,VinylSd,None,TA,BrkTil,TA,No,Rec,1559,Gd,1559,1559,TA,NoFireplace,Detchd,1948.0,Unf,2,812,COD,Normal,153500
829,160,BrDale,6,1973,1973,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,BLQ,483,TA,483,987,TA,NoFireplace,Detchd,1973.0,Unf,1,264,WD,Normal,100000
830,20,CollgCr,5,1995,2006,VinylSd,VinylSd,None,TA,PConc,Gd,No,Unf,1099,Ex,1099,1099,Gd,NoFireplace,Attchd,1999.0,Unf,1,352,WD,Normal,144000
831,50,Edwards,5,1946,1995,MetalSd,MetalSd,None,TA,CBlock,TA,No,BLQ,768,Ex,768,1200,TA,NoFireplace,Detchd,1946.0,Unf,1,240,WD,Normal,130500
832,70,SWISU,6,1925,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,No,BLQ,672,TA,810,1482,Fa,NoFireplace,Detchd,1934.0,Unf,1,400,WD,Normal,140000
833,70,OldTown,5,1904,2002,MetalSd,MetalSd,None,TA,PConc,TA,No,Unf,650,Gd,958,1539,Gd,Po,Detchd,1983.0,Unf,2,686,WD,Normal,157500
834,80,NAmes,6,1966,1966,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,Gd,Rec,1127,TA,1165,1165,TA,NoFireplace,Attchd,1966.0,RFn,2,490,WD,Normal,174900
835,90,NAmes,5,1961,1961,BrkFace,BrkFace,None,TA,CBlock,TA,No,Unf,1800,Ex,1800,1800,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,141000
836,50,OldTown,5,1915,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,Mn,Unf,876,Gd,876,1416,TA,Gd,Detchd,1949.0,Unf,3,720,WD,Normal,153900
837,85,Sawyer,5,1975,1981,HdBoard,HdBoard,None,TA,CBlock,Gd,Gd,ALQ,1390,TA,1701,1701,TA,TA,Basment,1975.0,Fin,2,611,WD,Normal,171000
838,60,SawyerW,7,1993,1993,HdBoard,HdBoard,BrkFace,Gd,PConc,Gd,No,ALQ,740,Ex,1006,1775,Gd,TA,Attchd,1993.0,Unf,2,425,WD,Normal,213000
839,20,CollgCr,5,1972,1972,HdBoard,Plywood,None,TA,CBlock,TA,Av,BLQ,864,Ex,864,864,TA,Fa,Attchd,1972.0,Unf,1,338,WD,Normal,133500
840,50,ClearCr,6,1908,1997,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,No,Unf,907,TA,1307,2358,TA,Gd,Detchd,1908.0,Unf,2,360,WD,Normal,240000
