MSSubClass,MSZoning,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,BsmtHalfBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,SaleType,SaleCondition,SalePrice
20,RL,NoAlley,Reg,Lvl,Corner,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,0,1935,1935,GasA,Gd,Y,SBrkr,1973,0,1973,0,2,3,1,Gd,9,Typ,Gd,Attchd,Fin,3,895,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,395000
120,RM,NoAlley,Reg,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,0,338,1204,GasA,Ex,Y,SBrkr,1204,0,1204,0,2,2,1,TA,5,Typ,NoFireplace,Attchd,Fin,2,412,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,162000
20,RL,NoAlley,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,0,1594,1614,GasA,Ex,Y,SBrkr,1614,0,1614,0,2,3,1,Gd,7,Typ,NoFireplace,Attchd,RFn,3,865,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,221500
20,RL,NoAlley,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,0,102,864,GasA,TA,Y,SBrkr,894,0,894,0,1,3,1,TA,5,Typ,Fa,Attchd,Unf,2,440,TA,TA,Y,0,0,0,0,MnPrv,0,WD,Normal,142500
90,RH,NoAlley,Reg,Lvl,Inside,SawyerW,Feedr,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,Slab,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0,0,0,GasA,TA,Y,SBrkr,2020,0,2020,0,2,4,2,TA,10,Typ,TA,Detchd,Unf,2,630,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,144000
90,RL,NoAlley,Reg,Lvl,Inside,Mitchel,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,0,0,975,GasA,TA,Y,SBrkr,1004,0,1004,0,1,2,1,TA,4,Typ,NoFireplace,Attchd,Unf,2,504,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,135000
20,RL,NoAlley,Reg,Lvl,Inside,Gilbert,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,Gd,No,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,1253,0,1253,0,2,3,1,TA,6,Typ,TA,Attchd,Fin,2,402,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,176000
60,RL,NoAlley,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,No,ALQ,0,374,761,GasA,Ex,Y,SBrkr,810,0,1603,0,2,3,1,Gd,7,Typ,NoFireplace,Attchd,RFn,2,484,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,175900
20,RL,NoAlley,IR2,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0,1413,1413,GasA,Ex,Y,SBrkr,1430,0,1430,0,2,3,1,Gd,6,Typ,NoFireplace,Attchd,RFn,2,605,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,187100
85,RL,NoAlley,IR1,Lvl,Corner,Mitchel,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,PConc,Gd,TA,Av,GLQ,0,0,1097,GasA,Ex,Y,SBrkr,1110,0,1110,0,1,1,1,Gd,4,Typ,TA,Attchd,Fin,2,602,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,165500
75,RM,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,CBlock,TA,TA,No,Unf,0,742,742,GasA,Ex,Y,SBrkr,742,0,1484,0,2,3,1,TA,9,Typ,Gd,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,134,0,0,0,NoFence,0,WD,Normal,128000
20,RL,NoAlley,Reg,Lvl,Inside,NWAmes,Feedr,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,630,491,1372,GasA,TA,Y,SBrkr,1342,0,1342,0,2,3,1,TA,7,Typ,Gd,Attchd,Unf,2,457,TA,TA,Y,0,0,197,0,NoFence,0,WD,Normal,161500
50,RM,NoAlley,Reg,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,PConc,Fa,TA,No,LwQ,0,0,686,GasA,TA,Y,SBrkr,966,0,1652,0,2,4,1,TA,7,Typ,NoFireplace,Detchd,Unf,1,416,TA,TA,Y,196,0,0,0,NoFence,1200,WD,Normal,139000
60,RL,NoAlley,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,0,300,956,GasA,Ex,Y,SBrkr,956,0,2084,0,2,4,1,Gd,8,Typ,NoFireplace,BuiltIn,RFn,2,618,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,233000
20,RM,NoAlley,Reg,Lvl,Corner,OldTown,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,0,901,901,GasA,Ex,Y,SBrkr,901,0,901,0,1,2,1,TA,4,Typ,NoFireplace,Detchd,Unf,1,281,Fa,TA,Y,0,0,0,0,NoFence,0,WD,Normal,107900
60,RL,NoAlley,IR1,Low,Inside,ClearCr,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Fa,Gd,LwQ,0,264,832,GasA,Gd,Y,SBrkr,976,0,2087,0,2,5,1,Gd,9,Typ,NoFireplace,Attchd,Fin,2,444,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,187500
120,RL,NoAlley,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,0,1129,1145,GasA,Ex,Y,SBrkr,1145,0,1145,0,2,2,1,Gd,5,Typ,Gd,Attchd,Fin,2,397,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,160200
80,RL,NoAlley,IR1,Lvl,Corner,Mitchel,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,Av,ALQ,0,490,1029,GasA,TA,Y,SBrkr,1062,0,1062,0,1,3,1,TA,5,Typ,TA,Attchd,RFn,2,539,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,146800
60,RL,NoAlley,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,0,255,1117,GasA,Ex,Y,SBrkr,1127,0,2013,0,2,3,1,TA,8,Typ,TA,Attchd,Unf,2,455,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,269790
20,RL,NoAlley,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,0,1496,1496,GasA,Ex,Y,SBrkr,1496,0,1496,0,2,3,1,Gd,7,Typ,NoFireplace,Attchd,Fin,2,474,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,225000
60,RL,NoAlley,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0,712,712,GasA,Ex,Y,SBrkr,1086,0,1895,0,2,3,1,Gd,7,Typ,TA,Attchd,Fin,2,409,TA,TA,Y,0,0,0,0,NoFence,500,WD,Normal,194500
60,RL,NoAlley,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,0,650,650,GasA,TA,Y,SBrkr,888,0,1564,0,2,3,1,TA,7,Typ,TA,Attchd,Unf,2,476,TA,TA,Y,0,0,204,0,MnPrv,0,WD,Normal,171000
20,RL,NoAlley,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,0,660,660,GasA,Ex,Y,SBrkr,1285,0,1285,0,1,3,1,TA,7,Typ,TA,Attchd,RFn,2,528,TA,TA,Y,0,0,0,0,MnPrv,0,WD,Normal,143500
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,0,203,773,GasA,Gd,Y,SBrkr,773,0,773,0,1,2,1,TA,4,Typ,NoFireplace,Attchd,Unf,1,240,TA,TA,Y,0,0,0,0,NoFence,0,WD,Abnorml,110000
60,RL,NoAlley,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,Unf,0,1926,1926,GasA,Ex,Y,SBrkr,1966,0,3140,0,3,4,1,Ex,11,Typ,Gd,BuiltIn,Fin,3,820,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,485000
50,RL,NoAlley,Reg,Lvl,Corner,SWISU,Feedr,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,BrkTil,Gd,TA,No,ALQ,0,162,731,GasA,Ex,Y,SBrkr,981,0,1768,0,1,3,1,Gd,7,Typ,TA,Detchd,Unf,1,240,TA,TA,Y,264,0,0,0,MnPrv,0,WD,Normal,175000
60,RL,NoAlley,IR1,HLS,Inside,ClearCr,Feedr,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Gd,GLQ,0,154,616,GasA,Gd,Y,SBrkr,616,0,1688,0,2,4,1,Gd,8,Typ,NoFireplace,Attchd,RFn,2,603,TA,TA,Y,185,0,0,0,NoFence,400,WD,Normal,200000
30,RM,NoAlley,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,LwQ,0,999,1196,GasA,Ex,Y,FuseA,1196,0,1196,0,1,2,1,TA,5,Typ,NoFireplace,Detchd,Unf,2,440,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,109900
60,RL,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,None,Gd,TA,PConc,Gd,TA,Av,GLQ,0,80,728,GasA,Ex,Y,SBrkr,728,0,1456,0,2,3,1,Gd,7,Typ,Gd,Attchd,Fin,2,410,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,189000
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,LwQ,0,124,936,GasA,TA,Y,SBrkr,1128,0,1128,0,1,2,1,TA,5,Min1,NoFireplace,Attchd,Unf,1,286,TA,TA,Y,0,0,0,0,GdWo,0,WD,Family,118000
20,RL,NoAlley,IR1,Lvl,FR2,Somerst,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,0,1417,1417,GasA,Ex,Y,SBrkr,1428,0,1428,0,2,3,1,Ex,6,Typ,NoFireplace,Attchd,RFn,2,554,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,227680
80,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,Av,ALQ,480,100,980,GasA,Gd,Y,SBrkr,980,0,980,0,2,3,1,TA,6,Typ,NoFireplace,Attchd,Fin,1,384,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,135500
70,RL,NoAlley,Reg,Lvl,Inside,BrkSide,Norm,1Fam,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Gd,GLQ,0,15,1324,GasA,Ex,Y,SBrkr,1072,0,1576,0,1,3,1,Gd,6,Typ,TA,Attchd,RFn,2,528,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,223500
80,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,128,380,1024,GasA,TA,Y,SBrkr,1086,0,1086,0,1,3,1,TA,6,Typ,Gd,Attchd,RFn,2,484,TA,TA,Y,0,0,0,0,GdWo,0,WD,Normal,159950
75,RM,NoAlley,Reg,Lvl,Corner,OldTown,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,None,TA,TA,PConc,TA,TA,No,Unf,0,849,849,GasA,TA,N,FuseA,1075,0,2138,0,2,2,3,TA,11,Typ,NoFireplace,Detchd,Unf,2,360,Fa,Po,N,0,0,0,0,MnPrv,0,WD,Normal,106000
20,RL,NoAlley,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,377,0,1040,GasA,Fa,Y,SBrkr,1309,0,1309,0,1,3,1,Gd,5,Typ,Fa,Attchd,RFn,2,484,TA,TA,Y,0,0,0,648,GdPrv,0,WD,Normal,181000
120,RM,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,0,186,848,GasA,Ex,Y,SBrkr,848,0,848,0,1,1,1,Gd,4,Typ,Gd,Attchd,Fin,2,420,TA,TA,Y,0,0,0,0,NoFence,0,ConLD,Normal,144500
20,C (all),NoAlley,Reg,Bnk,Inside,IDOTRR,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,Fa,TA,CBlock,TA,TA,Av,Unf,0,540,540,GasA,TA,N,FuseA,1044,0,1044,0,1,2,1,Fa,4,Typ,NoFireplace,Basment,Unf,2,504,TA,TA,N,0,0,0,0,NoFence,54,WD,Alloca,55993
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,0,834,1442,GasA,Gd,Y,SBrkr,1442,0,1442,0,1,4,1,TA,7,Typ,NoFireplace,Attchd,RFn,1,301,TA,TA,Y,275,0,0,0,NoFence,500,COD,Normal,157900
50,RL,Grvl,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,0,686,686,GasW,Gd,Y,SBrkr,686,0,1250,1,1,3,1,Fa,7,Typ,NoFireplace,Detchd,Unf,1,280,TA,TA,P,96,0,0,0,NoFence,0,WD,Normal,116000
20,RL,NoAlley,IR2,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,0,1649,1649,GasA,Ex,Y,SBrkr,1661,0,1661,0,2,3,1,Gd,6,Typ,NoFireplace,Attchd,RFn,2,598,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,224900
20,RL,NoAlley,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,BLQ,0,522,1008,GasA,Gd,Y,SBrkr,1008,0,1008,0,1,2,1,TA,4,Typ,Gd,Attchd,RFn,1,275,TA,TA,Y,120,0,0,0,NoFence,0,WD,Normal,137000
20,RL,NoAlley,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,0,350,1568,GasA,Ex,Y,SBrkr,1689,0,1689,0,2,3,1,Gd,7,Typ,Gd,Attchd,RFn,3,857,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,271000
80,RL,NoAlley,Reg,Lvl,Inside,ClearCr,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,GLQ,0,506,1010,GasA,Gd,Y,SBrkr,1052,0,1052,0,1,3,1,TA,6,Typ,NoFireplace,Attchd,Unf,2,440,TA,TA,Y,0,0,0,0,MnPrv,0,WD,Normal,155000
120,RL,NoAlley,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Mn,GLQ,0,625,1358,GasA,Ex,Y,SBrkr,1358,0,1358,0,2,2,1,Gd,6,Typ,Gd,Attchd,RFn,2,484,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,224000
60,RL,NoAlley,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0,798,798,GasA,Ex,Y,SBrkr,798,0,1640,0,2,3,1,Gd,6,Typ,NoFireplace,Attchd,RFn,2,595,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,183000
20,RM,Pave,Reg,Bnk,Inside,OldTown,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,Fa,TA,CBlock,Fa,TA,No,Unf,0,936,936,GasA,TA,N,SBrkr,936,0,936,0,1,2,1,TA,4,Min2,NoFireplace,Detchd,Unf,2,576,TA,TA,Y,112,0,0,0,NoFence,0,WD,Normal,93000
60,RL,NoAlley,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,0,1733,0,2,3,1,Gd,7,Typ,Gd,BuiltIn,Fin,2,433,TA,TA,Y,0,0,0,0,NoFence,0,WD,Family,225000
50,RL,NoAlley,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Unf,0,778,778,GasA,TA,Y,SBrkr,944,0,1489,0,2,3,1,TA,7,Typ,Gd,Detchd,Unf,1,240,TA,TA,Y,0,0,0,0,GdWo,0,WD,Normal,139500
20,FV,NoAlley,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,No,Unf,0,1489,1489,GasA,Ex,Y,SBrkr,1489,0,1489,0,2,3,1,Gd,7,Typ,Gd,Attchd,RFn,2,776,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,232600
20,RL,NoAlley,Reg,Lvl,Inside,NridgHt,PosN,1Fam,1Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,Av,GLQ,0,442,2078,GasA,Ex,Y,SBrkr,2084,0,2084,0,2,2,1,Ex,7,Typ,Gd,Attchd,Fin,3,1220,TA,TA,Y,0,0,0,0,NoFence,0,New,Partial,385000
45,RM,NoAlley,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,ALQ,0,0,784,GasA,Gd,Y,SBrkr,784,0,784,0,1,2,1,Gd,5,Typ,NoFireplace,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,116,0,0,0,NoFence,0,WD,Normal,109500
20,RL,NoAlley,IR1,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,0,1434,1454,GasA,Ex,Y,SBrkr,1434,0,1434,0,2,3,1,Gd,6,Typ,TA,Attchd,RFn,2,527,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,189000
60,RL,NoAlley,IR2,Low,CulDSac,ClearCr,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,TA,TA,PConc,TA,Gd,Gd,LwQ,764,0,1013,GasA,TA,Y,SBrkr,1160,0,2126,1,2,3,1,TA,7,Min2,NoFireplace,Attchd,Fin,2,538,TA,TA,Y,0,0,225,0,NoFence,0,WD,Abnorml,185000
160,FV,Pave,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0,600,600,GasA,Ex,Y,SBrkr,520,80,1223,0,2,2,1,Gd,4,Typ,NoFireplace,Detchd,RFn,2,480,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,147400
20,RL,NoAlley,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,0,352,1392,GasA,TA,Y,FuseA,1392,0,1392,0,1,3,1,TA,6,Typ,Gd,Attchd,RFn,2,458,TA,TA,Y,0,0,192,0,NoFence,0,WD,Normal,166000
160,FV,Pave,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,Gd,TA,No,Unf,0,600,600,GasA,Ex,Y,SBrkr,520,80,1200,0,2,2,1,Gd,4,Typ,NoFireplace,Detchd,RFn,2,480,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,151000
60,RL,NoAlley,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,0,458,941,GasA,Ex,Y,SBrkr,941,0,1829,0,2,3,1,Gd,7,Typ,TA,Attchd,RFn,2,613,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,237000
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,345,975,1516,GasA,TA,Y,SBrkr,1516,0,1516,0,1,3,1,TA,6,Typ,NoFireplace,Attchd,RFn,2,472,TA,TA,Y,0,0,152,0,NoFence,0,WD,Normal,167000
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,0,572,1144,GasA,Gd,Y,SBrkr,1144,0,1144,0,1,3,1,TA,6,Typ,NoFireplace,Attchd,Unf,2,456,TA,TA,Y,0,0,0,0,GdWo,0,WD,Normal,139950
20,RL,NoAlley,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,TA,TA,CBlock,Gd,TA,No,BLQ,0,625,1067,GasA,TA,Y,SBrkr,1067,0,1067,0,2,2,1,Gd,4,Min2,NoFireplace,Attchd,Unf,2,436,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,128000
30,RM,Pave,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Rec,0,1221,1559,GasA,Gd,Y,SBrkr,1559,0,1559,0,1,2,1,TA,5,Min2,NoFireplace,Detchd,Unf,2,812,TA,TA,Y,230,0,0,0,GdWo,0,COD,Normal,153500
160,RM,NoAlley,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,0,153,483,GasA,TA,Y,SBrkr,483,0,987,0,1,2,1,TA,5,Typ,NoFireplace,Detchd,Unf,1,264,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,100000
20,RL,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,0,1099,1099,GasA,Ex,Y,SBrkr,1099,0,1099,0,1,3,1,Gd,6,Typ,NoFireplace,Attchd,Unf,1,352,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,144000
50,RL,NoAlley,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,0,416,768,GasA,Ex,Y,SBrkr,768,0,1200,0,1,3,1,TA,6,Typ,NoFireplace,Detchd,Unf,1,240,TA,TA,Y,0,0,0,0,NoFence,0,WD,Normal,130500
70,RH,NoAlley,IR1,Lvl,Inside,SWISU,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,BLQ,0,516,672,GasA,TA,N,SBrkr,810,0,1482,0,2,4,1,Fa,7,Typ,NoFireplace,Detchd,Unf,1,400,TA,TA,P,254,0,0,0,NoFence,0,WD,Normal,140000
